,naics_code,fiscal_year,base_and_all_options_value
399, COMMERCIAL LITHOGRAPHIC PRINTING,2016.0,11210.0
400, WOMEN'S HANDBAG AND PURSE MANUFACTURING,2013.0,11340.0
401, GYPSUM PRODUCT MANUFACTURING,2015.0,11465.58
402," STATIONERY, TABLET, AND RELATED PRODUCT MANUFACTURING",2015.0,11480.0
403, OTHER POULTRY PRODUCTION,2016.0,11512.31
404, METAL HEAT TREATING,2014.0,11705.0
405, BURIAL CASKET MANUFACTURING,2010.0,11730.86
406, FULL-SERVICE RESTAURANTS,2014.0,11791.0
407, BEER AND ALE MERCHANT WHOLESALERS,2016.0,11811.550000000001
408, KAOLIN AND BALL CLAY MINING,2011.0,11825.0
409, SOFTWOOD VENEER AND PLYWOOD MANUFACTURING,2010.0,11835.0
410," CARBURETOR, PISTON, PISTON RING, AND VALVE MANUFACTURING",2010.0,11863.470000000001
411, COMMODITY CONTRACTS DEALING,2015.0,11888.32
412, MEDICAL AND DIAGNOSTIC LABORATORIES,2012.0,11897.96
413," EXECUTIVE AND LEGISLATIVE OFFICES, COMBINED",2015.0,11898.28
414, POULTRY HATCHERIES,2012.0,11900.07
415, CLAY AND CERAMIC AND REFRACTORY MINERALS MINING,2016.0,11924.05
416, SHELLFISH FISHING,2016.0,12000.0
417, PULP MILLS,2016.0,12048.439999999999
418, DANCE COMPANIES,2016.0,12216.84
419, HOSIERY AND SOCK MILLS,2014.0,12322.77
420," BEER, WINE, AND LIQUOR STORES",2011.0,12383.41
421, OTHER TELECOMMUNICATIONS,2013.0,12420.0
422, PIPELINE TRANSPORTATION OF CRUDE OIL,2013.0,12445.560000000001
423, CONVENIENCE STORES,2014.0,12450.0
424," POTASH, SODA, AND BORATE MINERAL MINING",2013.0,12500.0
425, CANE SUGAR MANUFACTURING,2013.0,12500.0
426, PULP MILLS,2013.0,12600.0
427," WATCH, CLOCK, AND PART MANUFACTURING",2015.0,12608.0
428, SUPPORT ACTIVITIES FOR METAL MINING,2014.0,12800.0
429, BITUMINOUS COAL AND LIGNITE SURFACE MINING,2013.0,12810.75
430, AMUSEMENT ARCADES,2010.0,12825.31
431, CANE SUGAR MANUFACTURING,2014.0,12836.0
432, PEANUT FARMING,2011.0,12866.67
433, DRINKING PLACES (ALCOHOLIC BEVERAGES),2010.0,12888.0
434," CORPORATE, SUBSIDIARY, AND REGIONAL MANAGING OFFICES",2016.0,13014.0
435, AMUSEMENT AND THEME PARKS,2014.0,13082.6
436, COFFEE AND TEA MANUFACTURING,2014.0,13102.0
437, ELECTRONIC CAPACITOR MANUFACTURING,2014.0,13215.0
438, BARBER SHOPS,2014.0,13340.0
439, CONVENIENCE STORES,2015.0,13341.4
440, FISH AND SEAFOOD MERCHANT WHOLESALERS,2016.0,13365.0
441, COLLECTION AGENCIES,2014.0,13399.619999999999
442, JEWELRY STORES,2016.0,13401.87
443, DIET AND WEIGHT REDUCING CENTERS,2010.0,13440.0
444, MONETARY AUTHORITIES - CENTRAL BANK,2015.0,13460.0
445, COMMERCIAL LITHOGRAPHIC PRINTING,2014.0,13514.3
446, WOMEN'S AND GIRLS' CUT AND SEW BLOUSE AND SHIRT MANUFACTURING,2013.0,13616.6
447, BARBER SHOPS,2010.0,13626.39
448, ALL OTHER METAL ORE MINING,2013.0,13646.400000000001
449, FARM PRODUCT WAREHOUSING AND STORAGE,2014.0,13750.0
450, ETHYL ALCOHOL MANUFACTURING,2014.0,13771.2
451, TRUSS MANUFACTURING,2016.0,13932.18
452, MEN'S AND BOYS' NECKWEAR MANUFACTURING,2011.0,14293.97
453, WHEAT FARMING,2013.0,14332.75
454, NONCLAY REFRACTORY MANUFACTURING,2010.0,14400.0
455, LINE-HAUL RAILROADS,2010.0,14480.29
456, FRUIT AND VEGETABLE MARKETS,2014.0,14675.59
457, ALUMINUM FOUNDRIES (EXCEPT DIE-CASTING),2015.0,14679.4
458, WEFT KNIT FABRIC MILLS,2012.0,14718.0
459," CORPORATE, SUBSIDIARY, AND REGIONAL MANAGING OFFICES",2010.0,14741.48
460, COMMODITY CONTRACTS DEALING,2014.0,14768.88
461, MONETARY AUTHORITIES - CENTRAL BANK,2016.0,14804.89
462," BOOK, PERIODICAL, AND NEWSPAPER WHOLESALERS",2014.0,14894.0
463, AUTOMOTIVE GLASS REPLACEMENT SHOPS,2014.0,14987.67
464, CONVENIENCE STORES,2011.0,14997.4
465, SHELLFISH FARMING,2015.0,15000.0
466, WINERIES,2015.0,15009.919999999998
467, VENDING MACHINE OPERATORS,2013.0,15014.0
468, PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,2014.0,15016.0
469, FLOOR LAYING AND OTHER FLOOR CONTRACTORS,2012.0,15052.09
470, INTEGRATED RECORD PRODUCTION/DISTRIBUTION,2010.0,15148.0
471, DIRECT MAIL ADVERTISING,2014.0,15171.95
472, CREAMERY BUTTER MANUFACTURING,2015.0,15205.689999999999
473, CREDIT UNIONS,2013.0,15276.0
474, LUGGAGE AND LEATHER GOODS STORES,2010.0,15338.61
475, PACKAGED FROZEN FOOD MERCHANT WHOLESALERS,2016.0,15365.0
476," GAME, TOY, AND CHILDREN'S VEHICLE MANUFACTURING",2014.0,15377.29
477, TEXTILE MACHINERY MANUFACTURING,2013.0,15377.74
478, MOTOR VEHICLE GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING,2012.0,15406.2
479, ALUMINUM DIE-CASTING FOUNDRIES,2010.0,15434.8
480, OTHER PROFESSIONAL EQUIPMENT AND SUPPLIES WHOLESALERS,2011.0,15537.95
481, UNLAMINATED PLASTICS FILM AND SHEET (EXCEPT PACKAGING) MANUFACTURING,2014.0,15550.009999999998
482, TREE NUT FARMING,2016.0,15556.42
483," EXECUTIVE AND LEGISLATIVE OFFICES, COMBINED",2016.0,15654.849999999995
484," COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",2010.0,15749.259999999998
485, DRIVE-IN MOTION PICTURE THEATERS,2011.0,15832.44
486, OTHER NONCITRUS FRUIT FARMING,2014.0,15836.07
487, AUTOMATIC VENDING MACHINE MANUFACTURING,2013.0,16186.92
488, SHEEP FARMING,2014.0,16220.75
489, VIDEO TAPE AND DISC RENTAL,2014.0,16295.119999999999
490, YARN SPINNING MILLS,2016.0,16360.0
491, LIBRARIES AND ARCHIVES,2010.0,16404.0
492, OTHER DEPOSITORY CREDIT INTERMEDIATION,2014.0,16643.35
493, MOTION PICTURE THEATERS (EXCEPT DRIVE-INS),2010.0,16800.0
494, CLAY AND CERAMIC AND REFRACTORY MINERALS MINING,2010.0,16860.88
495, NONFERROUS METAL DIE-CASTING FOUNDRIES,2012.0,16900.0
496, PEN AND MECHANICAL PENCIL MANUFACTURING,2015.0,17025.19
497, WOMEN'S HANDBAG AND PURSE MANUFACTURING,2012.0,17075.52
498, SECONDARY SMELTING AND ALLOYING OF ALUMINUM,2010.0,17096.0
499, FISH AND SEAFOOD MARKETS,2010.0,17199.0
500, FAMILY CLOTHING STORES,2015.0,17383.170000000002
501, FLUID POWER CYLINDER AND ACTUATOR MANUFACTURING,2014.0,17469.1
502, RECONSTITUTED WOOD PRODUCT MANUFACTURING,2010.0,17486.25
503, BEER AND ALE MERCHANT WHOLESALERS,2015.0,17586.87
504, LABOR UNIONS AND SIMILAR LABOR ORGANIZATIONS,2014.0,17590.65
505," PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",2012.0,17678.68
506, INDUSTRIAL AND COMMERCIAL FAN AND BLOWER MANUFACTURING,2014.0,17757.12
507, SPRING (HEAVY GAUGE) MANUFACTURING,2016.0,17858.559999999998
508, CASINO HOTELS,2014.0,17889.45
509, RUBBER AND PLASTICS FOOTWEAR MANUFACTURING,2014.0,17903.85
510," WOMEN'S, CHILDREN'S, AND INFANTS' CLOTHING AND ACCESSORIES MERCHANT WHOLESALERS",2014.0,17945.03
511, REAL ESTATE CREDIT,2016.0,18124.91
512, PHOSPHATIC FERTILIZER MANUFACTURING,2015.0,18238.2
513, SPACE RESEARCH AND TECHNOLOGY,2014.0,18290.03
514, OFFICES OF OTHER HOLDING COMPANIES,2015.0,18482.839999999997
515, SAW BLADE AND HANDSAW MANUFACTURING,2014.0,18491.9
516," SCENIC AND SIGHTSEEING TRANSPORTATION, OTHER",2011.0,18750.0
517, IRON AND STEEL MILLS AND FERROALLOY MANUFACTURING,2012.0,18761.13
518, OTHER GUIDED MISSILE AND SPACE VEHICLE PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,2010.0,18834.829999999998
519, CEMENT MANUFACTURING,2010.0,18949.940000000002
520, GYPSUM PRODUCT MANUFACTURING,2013.0,19056.2
521," SPECIAL DIE AND TOOL, DIE SET, JIG, AND FIXTURE MANUFACTURING",2014.0,19068.0
522, ROLLING MILL AND OTHER METALWORKING MACHINERY MANUFACTURING,2014.0,19280.0
523, ELECTRONIC AUCTIONS,2014.0,19292.36
524, RESILIENT FLOOR COVERING MANUFACTURING,2014.0,19300.0
525, PHOSPHATE ROCK MINING,2014.0,19317.0
526, SEMICONDUCTOR MACHINERY MANUFACTURING,2014.0,19370.0
527, SHELLFISH FISHING,2014.0,19500.0
528, RICE FARMING,2015.0,19508.78
529," TRUSTS, ESTATES, AND AGENCY ACCOUNTS",2012.0,19559.7
530, PHOSPHATIC FERTILIZER MANUFACTURING,2013.0,19655.579999999998
531, WHEAT FARMING,2014.0,19676.71
532, CREDIT UNIONS,2014.0,19720.0
533," TRUSTS, ESTATES, AND AGENCY ACCOUNTS",2010.0,19812.62
534, OTHER KNIT FABRIC AND LACE MILLS,2016.0,20000.0
535, MANIFOLD BUSINESS FORMS PRINTING,2014.0,20033.04
536, SECURITIES BROKERAGE,2014.0,20193.71
537, MOTION PICTURE THEATERS (EXCEPT DRIVE-INS),2013.0,20220.0
538, CONFECTIONERY MANUFACTURING FROM PURCHASED CHOCOLATE,2010.0,20325.4
539, BEER AND ALE MERCHANT WHOLESALERS,2012.0,20446.98
540, ADMINISTRATION OF HOUSING PROGRAMS,2014.0,20694.489999999998
541, TAX PREPARATION SERVICES,2014.0,20722.19
542, OTHER INSURANCE FUNDS,2015.0,20727.89
543, PAGING,2014.0,20733.149999999998
544, CONFECTIONERY AND NUT STORES,2012.0,20762.41
545, ONE-HOUR PHOTOFINISHING,2015.0,20795.0
546," DOLL, TOY, AND GAME MANUFACTURING",2014.0,20845.0
547, GREETING CARD PUBLISHERS,2014.0,20850.0
548," CAFETERIAS, GRILL BUFFETS, AND BUFFETS",2014.0,20977.28
549, PAROLE OFFICES AND PROBATION OFFICES,2012.0,21001.0
550, CRUSHED AND BROKEN GRANITE MINING AND QUARRYING,2014.0,21143.19
551," FROZEN CAKES, PIES, AND OTHER PASTRIES MANUFACTURING",2010.0,21203.52
552, DIE-CUT PAPER AND PAPERBOARD OFFICE SUPPLIES MANUFACTURING,2014.0,21363.89
553, OTHER INSURANCE FUNDS,2016.0,21533.01
554, OTHER PERFORMING ARTS COMPANIES,2014.0,21542.25
555, BURIAL CASKET MANUFACTURING,2015.0,21660.39
556," CORPORATE, SUBSIDIARY, AND REGIONAL MANAGING OFFICES",2013.0,21865.0
557, GREETING CARD PUBLISHERS,2015.0,21892.0
558," BEER, WINE, AND LIQUOR STORES",2014.0,22044.4
559, PULP MILLS,2010.0,22205.78
560," AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",2014.0,22217.0
561, OTHER SPECTATOR SPORTS,2014.0,22375.0
562, DIET AND WEIGHT REDUCING CENTERS,2011.0,22405.0
563," GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS THAN TRUCKLOAD",2014.0,22444.97
564, OTHER SOUND RECORDING INDUSTRIES,2014.0,22475.23
565, SHEEP FARMING,2015.0,22524.0
566, SHEEP FARMING,2016.0,22595.0
567, CLAY AND CERAMIC AND REFRACTORY MINERALS MINING,2013.0,22698.739999999998
568, SAVINGS INSTITUTIONS,2011.0,22842.5
569, ELECTROMETALLURGICAL FERROALLOY PRODUCT MANUFACTURING,2010.0,22851.12
570," COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",2016.0,22946.6
571, AUTOMOTIVE GLASS REPLACEMENT SHOPS,2010.0,23051.07
572, RENDERING AND MEAT BYPRODUCT PROCESSING,2010.0,23081.4
573, ENAMELED IRON AND METAL SANITARY WARE MANUFACTURING,2010.0,23149.45
574," DOLL, TOY, AND GAME MANUFACTURING",2015.0,23353.36
575, CEMETERIES AND CREMATORIES,2014.0,23383.0
576, IRON FOUNDRIES,2010.0,23498.0
577, MUSICAL INSTRUMENT MANUFACTURING,2014.0,23508.06
578, CABLE AND OTHER PROGRAM DISTRIBUTION,2012.0,23650.47
579, COSMETOLOGY AND BARBER SCHOOLS,2016.0,23728.32
580, SPORTING AND RECREATIONAL GOODS AND SUPPLIES WHOLESALERS,2011.0,23737.97
581, OTHER HOSIERY AND SOCK MILLS,2014.0,23866.5
582," BEER, WINE, AND LIQUOR STORES",2012.0,23929.42
583, PRINTING MACHINERY AND EQUIPMENT MANUFACTURING,2012.0,23989.02
584, GOLF COURSES AND COUNTRY CLUBS,2015.0,24061.699999999997
585, RECONSTITUTED WOOD PRODUCT MANUFACTURING,2014.0,24070.760000000002
586, AMUSEMENT ARCADES,2012.0,24264.559999999998
587, VENDING MACHINE OPERATORS,2015.0,24312.79
588, CEMENT MANUFACTURING,2014.0,24316.85
589, ELECTRONIC CAPACITOR MANUFACTURING,2016.0,24368.2
590," WOMEN'S, GIRLS', AND INFANTS' CUT AND SEW APPAREL MANUFACTURING",2014.0,24526.2
591, BEAUTY SALONS,2016.0,24582.78
592, FARM PRODUCT WAREHOUSING AND STORAGE,2013.0,24688.55
593," BEER, WINE, AND LIQUOR STORES",2013.0,24741.03
594, WET CORN MILLING,2011.0,24810.0
595, OTHER FOOD CROPS GROWN UNDER COVER,2012.0,24837.25
596," COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",2013.0,24948.75
597, SECONDARY MARKET FINANCING,2015.0,25000.0
598, OTHER ACTIVITIES RELATED TO CREDIT INTERMEDIATION,2014.0,25199.5
599, COPPER WIRE (EXCEPT MECHANICAL) DRAWING,2016.0,25200.12
600, WINERIES,2012.0,25203.6
601, OTHER POULTRY PRODUCTION,2010.0,25426.0
602, DRY PEA AND BEAN FARMING,2016.0,25509.79
603, RICE FARMING,2013.0,25685.49
604, FRUIT AND TREE NUT COMBINATION FARMING,2012.0,25800.0
605, NONCURRENT-CARRYING WIRING DEVICE MANUFACTURING,2014.0,25847.660000000003
606, WHEAT FARMING,2011.0,25930.8
607, IRON ORE MINING,2013.0,26000.0
608, BEET SUGAR MANUFACTURING,2016.0,26000.0
609, LIME MANUFACTURING,2014.0,26005.0
610, SKIING FACILITIES,2012.0,26400.0
611, SPICE AND EXTRACT MANUFACTURING,2010.0,26433.760000000002
612, WOMEN'S FOOTWEAR (EXCEPT ATHLETIC) MANUFACTURING,2016.0,26554.72
613, JEWELRY STORES,2011.0,26711.47
614, MEAT AND MEAT PRODUCT MERCHANT WHOLESALERS,2016.0,26810.0
615, GREETING CARD PUBLISHERS,2010.0,26827.0
616, MUSICAL GROUPS AND ARTISTS,2014.0,26936.0
617, FRUIT AND TREE NUT COMBINATION FARMING,2011.0,26991.730000000003
618, SECURITIES BROKERAGE,2013.0,27237.25
619, OTHER URBAN TRANSIT SYSTEMS,2014.0,27337.050000000003
620, DISCOUNT DEPARTMENT STORES,2013.0,27367.230000000003
621, BED-AND-BREAKFAST INNS,2014.0,27389.050000000003
622, DUAL-PURPOSE CATTLE RANCHING AND FARMING,2012.0,27392.0
623, CREAMERY BUTTER MANUFACTURING,2016.0,27465.44
624, FOOTWEAR AND LEATHER GOODS REPAIR,2011.0,27580.0
625, CORN FARMING,2016.0,27655.4
626, COTTON FARMING,2010.0,27710.33
627," CROP HARVESTING, PRIMARILY BY MACHINE",2012.0,28427.75
628, NITROGENOUS FERTILIZER MANUFACTURING,2015.0,28436.0
629, MEAT MARKETS,2016.0,28459.6
630, RICE FARMING,2010.0,28656.99
631, WOMEN'S CLOTHING STORES,2010.0,28822.379999999997
632, RACETRACKS,2013.0,28972.92
633, ALL OTHER METAL ORE MINING,2015.0,29192.57
634, ROLLING MILL MACHINERY AND EQUIPMENT MANUFACTURING,2010.0,29212.89
635, BARBER SHOPS,2016.0,29395.75
636, DIGITAL PRINTING,2016.0,29431.629999999997
637, STATIONERY AND OFFICE SUPPLIES WHOLESALERS,2014.0,29645.600000000002
638, CONFECTIONERY MANUFACTURING FROM PURCHASED CHOCOLATE,2015.0,29662.429999999997
639, CUTLERY AND FLATWARE (EXCEPT PRECIOUS) MANUFACTURING,2010.0,29834.9
640, BEAUTY SALONS,2013.0,29925.0
641, OPEN-END INVESTMENT FUNDS,2015.0,30000.0
642, PIPELINE TRANSPORTATION OF NATURAL GAS,2014.0,30067.0
643," GAME, TOY, AND CHILDREN'S VEHICLE MANUFACTURING",2016.0,30208.65
644, CONSUMER LENDING,2010.0,30283.82
645," WOMEN'S AND GIRLS' CUT AND SEW SUIT, COAT, TAILORED JACKET, AND SKIRT MANUFACTURING",2016.0,30394.65
646," BEER, WINE, AND LIQUOR STORES",2015.0,30460.43
647, RECONSTITUTED WOOD PRODUCT MANUFACTURING,2013.0,30473.44
648, ALUMINUM DIE-CASTING FOUNDRIES,2016.0,30529.24
649, REPOSSESSION SERVICES,2013.0,30601.69
650, PEANUT FARMING,2016.0,30605.0
651, WOMEN'S AND GIRLS' CUT AND SEW OTHER OUTERWEAR MANUFACTURING,2010.0,30609.69
652, FARM PRODUCT WAREHOUSING AND STORAGE,2016.0,30842.239999999998
653, JEWELERS' MATERIAL AND LAPIDARY WORK MANUFACTURING,2011.0,30903.37
654, TOY AND HOBBY GOODS AND SUPPLIES MERCHANT WHOLESALERS,2010.0,30981.71
655, OTHER TELECOMMUNICATIONS,2010.0,31046.4
656, AUTOMOTIVE GLASS REPLACEMENT SHOPS,2016.0,31108.359999999997
657, LEATHER AND HIDE TANNING AND FINISHING,2010.0,31201.08
658, CONFECTIONERY MANUFACTURING FROM PURCHASED CHOCOLATE,2014.0,31236.81
659, CONTINUING CARE RETIREMENT COMMUNITIES,2016.0,31356.0
660, HOUSEHOLD APPLIANCE STORES,2013.0,31458.809999999998
661, DIGITAL PRINTING,2015.0,31629.94
662, CATTLE FEEDLOTS,2014.0,32179.0
663, FLORISTS,2014.0,32214.54
664, SNACK AND NONALCOHOLIC BEVERAGE BARS,2016.0,32359.88
665, BURIAL CASKET MANUFACTURING,2013.0,32454.75
666, BIOMASS ELECTRIC POWER GENERATION,2015.0,32549.0
667, CHOCOLATE AND CONFECTIONERY MANUFACTURING FROM CACAO BEANS,2013.0,32640.84
668, CONVENTION AND VISITORS BUREAUS,2015.0,32671.3
669, FLORISTS,2015.0,32762.760000000002
670, COIN-OPERATED LAUNDRIES AND DRYCLEANERS,2010.0,32767.370000000003
671, MOTORCYCLE DEALERS,2014.0,32816.12
672, PIPELINE TRANSPORTATION OF NATURAL GAS,2016.0,33084.72
673, OILSEED AND GRAIN COMBINATION FARMING,2013.0,33153.93
674, FINE ARTS SCHOOLS,2016.0,33423.99
675, TEXTILE MACHINERY MANUFACTURING,2010.0,33646.95
676, FOOD (HEALTH) SUPPLEMENT STORES,2016.0,33751.19
677, MARINE CARGO HANDLING,2014.0,33847.78
678, WOMEN'S CLOTHING STORES,2015.0,33942.33
679, AUTOMOTIVE EXHAUST SYSTEM REPAIR,2013.0,34127.0
680," WOMEN'S AND GIRLS' CUT AND SEW LINGERIE, LOUNGEWEAR, AND NIGHTWEAR MANUFACTURING",2010.0,34194.0
681, DRINKING PLACES (ALCOHOLIC BEVERAGES),2016.0,34315.48
682, STATIONERY AND OFFICE SUPPLIES WHOLESALERS,2015.0,34352.64
683, POLITICAL ORGANIZATIONS,2012.0,34427.5
684, HOG AND PIG FARMING,2010.0,34617.0
685, BUSINESS TO BUSINESS ELECTRONIC MARKETS,2016.0,34635.93
686, MONETARY AUTHORITIES - CENTRAL BANK,2010.0,34638.95
687, BOWLING CENTERS,2013.0,34787.520000000004
688, PACKAGED FROZEN FOOD MERCHANT WHOLESALERS,2014.0,34849.0
689, AMUSEMENT AND THEME PARKS,2010.0,34850.17
690, FLORISTS,2010.0,34883.7
691, SUPPORT ACTIVITIES FOR METAL MINING,2013.0,34896.0
692, WOMEN'S HANDBAG AND PURSE MANUFACTURING,2011.0,34999.0
693, SEMICONDUCTOR MACHINERY MANUFACTURING,2013.0,35195.0
694, OILSEED (EXCEPT SOYBEAN) FARMING,2016.0,35265.93
695, BARBER SHOPS,2015.0,35348.0
696, CONFECTIONERY MERCHANT WHOLESALERS,2016.0,35673.479999999996
697, FUR AND LEATHER APPAREL MANUFACTURING,2010.0,35767.5
698," SECONDARY SMELTING, REFINING, AND ALLOYING OF COPPER",2013.0,35834.76
699, PRIVATE HOUSEHOLDS,2014.0,35879.729999999996
700, AUTOMOTIVE OIL CHANGE AND LUBRICATION SHOPS,2016.0,35963.47
701, BALL AND ROLLER BEARING MANUFACTURING,2010.0,36006.32
702, LINE-HAUL RAILROADS,2014.0,36084.81
703, ADMINISTRATION OF HOUSING PROGRAMS,2010.0,36143.71
704, RAILROAD ROLLING STOCK MANUFACTURING,2010.0,36195.0
705, DISCOUNT DEPARTMENT STORES,2010.0,36201.14000000001
706, SPRING (LIGHT GAUGE) MANUFACTURING,2010.0,36236.0
707, WHEAT FARMING,2010.0,36241.1
708, CUSTOM COMPOUNDING OF PURCHASED RESINS,2015.0,36503.72
709, MOTOR VEHICLE SEATING AND INTERIOR TRIM MANUFACTURING,2014.0,36650.42
710, PET AND PET SUPPLIES STORES,2014.0,36692.46
711, PAROLE OFFICES AND PROBATION OFFICES,2013.0,36860.0
712, DEPARTMENT STORES (EXCEPT DISCOUNT DEPARTMENT STORES),2016.0,36972.28
713, CARBON AND GRAPHITE PRODUCT MANUFACTURING,2010.0,37002.79
714, PHOTOFINISHING LABORATORIES (EXCEPT ONE-HOUR),2012.0,37240.369999999995
715, USED MERCHANDISE STORES,2014.0,37264.700000000004
716, CONSTRUCTION AND MINING (EXCEPT OIL WELL) MACHINERY AND EQUIPMENT WHOLESALERS,2010.0,37271.0
717, COMMODITY CONTRACTS BROKERAGE,2013.0,37500.0
718, CUSTOM COMPOUNDING OF PURCHASED RESINS,2014.0,37502.6
719, INDUSTRIAL MOLD MANUFACTURING,2010.0,37526.94
720, OTHER APPAREL KNITTING MILLS,2014.0,37630.96
721, PRIMARY SMELTING AND REFINING OF NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM),2010.0,37881.99
722, ENGINEERED WOOD MEMBER (EXCEPT TRUSS) MANUFACTURING,2010.0,38036.42
723, FRUIT AND TREE NUT COMBINATION FARMING,2013.0,38059.8
724, PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,2012.0,38143.759999999995
725," RADIO, TELEVISION, AND OTHER ELECTRONICS STORES",2014.0,38229.11000000001
726, POSTHARVEST CROP ACTIVITIES (EXCEPT COTTON GINNING),2013.0,38263.89
727, TORTILLA MANUFACTURING,2016.0,38387.35
728, YARN SPINNING MILLS,2015.0,38446.0
729," MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES WHOLESALERS",2012.0,38564.77
730, FOOTWEAR AND LEATHER GOODS REPAIR,2010.0,39050.0
731, ZOOS AND BOTANICAL GARDENS,2016.0,39270.72
732, WINE AND DISTILLED ALCOHOLIC BEVERAGE MERCHANT WHOLESALERS,2016.0,39294.68
733, WINERIES,2014.0,39373.07
734, SPORTS TEAMS AND CLUBS,2014.0,39457.71000000001
735, OTHER ALUMINUM ROLLING AND DRAWING,2010.0,39472.79
736, MONETARY AUTHORITIES - CENTRAL BANK,2013.0,39628.19
737, PEANUT FARMING,2015.0,39640.0
738, SYNTHETIC RUBBER MANUFACTURING,2014.0,39858.89
739," MEN'S AND BOYS' CUT AND SEW TROUSER, SLACK, AND JEAN MANUFACTURING",2013.0,39899.2
740, VOLUNTARY HEALTH ORGANIZATIONS,2010.0,39999.0
741, TIRE RETREADING,2014.0,40000.0
742, ARTIFICIAL AND SYNTHETIC FIBERS AND FILAMENTS MANUFACTURING,2014.0,40232.6
743," COMMERCIAL LAUNDRY, DRYCLEANING, AND PRESSING MACHINE MANUFACTURING",2016.0,40365.29
744, OTHER PERSONAL CARE SERVICES,2014.0,40456.74
745, CHOCOLATE AND CONFECTIONERY MANUFACTURING FROM CACAO BEANS,2016.0,40480.77
746, ELECTRONIC AUCTIONS,2010.0,40580.0
747, FOOTWEAR AND LEATHER GOODS REPAIR,2016.0,40686.56
748, IRON FOUNDRIES,2014.0,40998.29
749, FURNITURE WHOLESALERS,2013.0,41031.57
750, OTHER FARM PRODUCT RAW MATERIAL MERCHANT WHOLESALERS,2016.0,41125.0
751," MAYONNAISE, DRESSING, AND OTHER PREPARED SAUCE MANUFACTURING",2010.0,41192.2
752, DIRECT TITLE INSURANCE CARRIERS,2014.0,41222.75
753, PENSION FUNDS,2016.0,41418.270000000004
754, JEWELRY STORES,2010.0,41590.6
755, POTATO FARMING,2010.0,41603.52
756, WHEAT FARMING,2015.0,41630.55
757, DRILLING OIL AND GAS WELLS,2010.0,41727.840000000004
758, SOFTWOOD VENEER AND PLYWOOD MANUFACTURING,2014.0,41830.9
759, DISTILLERIES,2016.0,42026.0
760, LUGGAGE AND LEATHER GOODS STORES,2015.0,42244.979999999996
761, OTHER INDUSTRIAL MACHINERY MANUFACTURING,2012.0,42354.759999999995
762, BOWLING CENTERS,2015.0,42407.520000000004
763, TRUSS MANUFACTURING,2015.0,42438.2
764, FLORICULTURE PRODUCTION,2014.0,42472.77
765," MEN'S AND BOYS' CUT AND SEW TROUSER, SLACK, AND JEAN MANUFACTURING",2010.0,42632.18
766, TIRE CORD AND TIRE FABRIC MILLS,2011.0,42737.1
767, OILSEED AND GRAIN COMBINATION FARMING,2012.0,42781.28
768, CONVENTION AND VISITORS BUREAUS,2013.0,42820.17
769, FORMAL WEAR AND COSTUME RENTAL,2013.0,42965.520000000004
770, RICE FARMING,2011.0,43059.53
771, GENERAL LINE GROCERY WHOLESALERS,2011.0,43133.12
772, BED-AND-BREAKFAST INNS,2011.0,43353.850000000006
773, TREE NUT FARMING,2015.0,43417.32000000001
774, SAWMILL AND WOODWORKING MACHINERY MANUFACTURING,2013.0,43676.53999999999
775, RACETRACKS,2011.0,43700.37
776, HMO MEDICAL CENTERS,2016.0,43875.8
777, KAOLIN AND BALL CLAY MINING,2010.0,44100.0
778," WOMEN'S AND GIRLS' CUT AND SEW LINGERIE, LOUNGEWEAR, AND NIGHTWEAR MANUFACTURING",2011.0,44166.91
779, POWDER METALLURGY PART MANUFACTURING,2010.0,44241.630000000005
780, SHEEP FARMING,2012.0,44400.75
781, INDUSTRIAL SAND MINING,2010.0,44408.91
782, FOLDING PAPERBOARD BOX MANUFACTURING,2014.0,44537.55
783, ALKALIES AND CHLORINE MANUFACTURING,2014.0,44550.0
784, CONVENTION AND VISITORS BUREAUS,2016.0,44716.65
785, BOWLING CENTERS,2012.0,44854.35999999999
786, DIE-CUT PAPER AND PAPERBOARD OFFICE SUPPLIES MANUFACTURING,2016.0,44920.0
787, METAL HEAT TREATING,2015.0,44948.53
788, USED CAR DEALERS,2016.0,45013.43
789, NEW HOUSING FOR-SALE BUILDERS,2010.0,45070.94
790, FLORISTS,2016.0,45079.97
791, COMMODITY CONTRACTS DEALING,2011.0,45155.41
792, GLASS CONTAINER MANUFACTURING,2014.0,45522.6
793, LIMITED-SERVICE RESTAURANTS,2014.0,45732.0
794, RECREATIONAL GOODS RENTAL,2014.0,45957.719999999994
