,naics_code,fiscal_year,base_and_all_options_value
400, GYPSUM PRODUCT MANUFACTURING,2015.0,11465.58
401," STATIONERY, TABLET, AND RELATED PRODUCT MANUFACTURING",2015.0,11480.0
402, OTHER POULTRY PRODUCTION,2016.0,11512.31
403, METAL HEAT TREATING,2014.0,11705.0
404, BURIAL CASKET MANUFACTURING,2010.0,11730.86
405, FULL-SERVICE RESTAURANTS,2014.0,11791.0
406, BEER AND ALE MERCHANT WHOLESALERS,2016.0,11811.550000000001
407, KAOLIN AND BALL CLAY MINING,2011.0,11825.0
408, SOFTWOOD VENEER AND PLYWOOD MANUFACTURING,2010.0,11835.0
409," CARBURETOR, PISTON, PISTON RING, AND VALVE MANUFACTURING",2010.0,11863.470000000001
410, MEDICAL AND DIAGNOSTIC LABORATORIES,2012.0,11897.96
411," EXECUTIVE AND LEGISLATIVE OFFICES, COMBINED",2015.0,11898.28
412, POULTRY HATCHERIES,2012.0,11900.07
413, CLAY AND CERAMIC AND REFRACTORY MINERALS MINING,2016.0,11924.05
414, SHELLFISH FISHING,2016.0,12000.0
415, DIET AND WEIGHT REDUCING CENTERS,2015.0,12000.0
416, PULP MILLS,2016.0,12048.439999999999
417, DANCE COMPANIES,2016.0,12216.84
418, HOSIERY AND SOCK MILLS,2014.0,12322.77
419," BEER, WINE, AND LIQUOR STORES",2011.0,12383.41
420, OTHER TELECOMMUNICATIONS,2013.0,12420.0
421, PIPELINE TRANSPORTATION OF CRUDE OIL,2013.0,12445.560000000001
422, CONVENIENCE STORES,2014.0,12450.0
423, CANE SUGAR MANUFACTURING,2013.0,12500.0
424," POTASH, SODA, AND BORATE MINERAL MINING",2013.0,12500.0
425," WATCH, CLOCK, AND PART MANUFACTURING",2015.0,12608.0
426, SUPPORT ACTIVITIES FOR METAL MINING,2014.0,12800.0
427, BITUMINOUS COAL AND LIGNITE SURFACE MINING,2013.0,12810.75
428, AMUSEMENT ARCADES,2010.0,12825.31
429, CANE SUGAR MANUFACTURING,2014.0,12836.0
430, PEANUT FARMING,2011.0,12866.67
431, DRINKING PLACES (ALCOHOLIC BEVERAGES),2010.0,12888.0
432," CORPORATE, SUBSIDIARY, AND REGIONAL MANAGING OFFICES",2016.0,13014.0
433, AMUSEMENT AND THEME PARKS,2014.0,13082.6
434, COFFEE AND TEA MANUFACTURING,2014.0,13102.0
435, ELECTRONIC CAPACITOR MANUFACTURING,2014.0,13215.0
436, BARBER SHOPS,2014.0,13340.0
437, CONVENIENCE STORES,2015.0,13341.4
438, FISH AND SEAFOOD MERCHANT WHOLESALERS,2016.0,13365.0
439, COLLECTION AGENCIES,2014.0,13399.619999999999
440, JEWELRY STORES,2016.0,13401.87
441, DIET AND WEIGHT REDUCING CENTERS,2010.0,13440.0
442, MONETARY AUTHORITIES - CENTRAL BANK,2015.0,13460.0
443, COMMERCIAL LITHOGRAPHIC PRINTING,2014.0,13514.3
444, WOMEN'S AND GIRLS' CUT AND SEW BLOUSE AND SHIRT MANUFACTURING,2013.0,13616.6
445, BARBER SHOPS,2010.0,13626.39
446, ALL OTHER METAL ORE MINING,2013.0,13646.400000000001
447, FARM PRODUCT WAREHOUSING AND STORAGE,2014.0,13750.0
448, ETHYL ALCOHOL MANUFACTURING,2014.0,13771.2
449, TRUSS MANUFACTURING,2016.0,13932.18
450, MEN'S AND BOYS' NECKWEAR MANUFACTURING,2011.0,14293.97
451, NONCLAY REFRACTORY MANUFACTURING,2010.0,14400.0
452, LINE-HAUL RAILROADS,2010.0,14480.29
453, FRUIT AND VEGETABLE MARKETS,2014.0,14675.59
454, ALUMINUM FOUNDRIES (EXCEPT DIE-CASTING),2015.0,14679.4
455, WEFT KNIT FABRIC MILLS,2012.0,14718.0
456," CORPORATE, SUBSIDIARY, AND REGIONAL MANAGING OFFICES",2010.0,14741.48
457, COMMODITY CONTRACTS DEALING,2014.0,14768.88
458," BOOK, PERIODICAL, AND NEWSPAPER WHOLESALERS",2014.0,14894.0
459, AUTOMOTIVE GLASS REPLACEMENT SHOPS,2014.0,14987.67
460, CONVENIENCE STORES,2011.0,14997.4
461, SHELLFISH FARMING,2015.0,15000.0
462, WINERIES,2015.0,15009.919999999998
463, VENDING MACHINE OPERATORS,2013.0,15014.0
464, PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,2014.0,15016.0
465, FLOOR LAYING AND OTHER FLOOR CONTRACTORS,2012.0,15052.09
466, INTEGRATED RECORD PRODUCTION/DISTRIBUTION,2010.0,15148.0
467, DIRECT MAIL ADVERTISING,2014.0,15171.95
468, CREAMERY BUTTER MANUFACTURING,2015.0,15205.689999999999
469, CREDIT UNIONS,2013.0,15276.0
470, LUGGAGE AND LEATHER GOODS STORES,2010.0,15338.61
471, PACKAGED FROZEN FOOD MERCHANT WHOLESALERS,2016.0,15365.0
472," GAME, TOY, AND CHILDREN'S VEHICLE MANUFACTURING",2014.0,15377.29
473, TEXTILE MACHINERY MANUFACTURING,2013.0,15377.74
474, MOTOR VEHICLE GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING,2012.0,15406.2
475, ALUMINUM DIE-CASTING FOUNDRIES,2010.0,15434.8
476, OTHER PROFESSIONAL EQUIPMENT AND SUPPLIES WHOLESALERS,2011.0,15537.95
477, UNLAMINATED PLASTICS FILM AND SHEET (EXCEPT PACKAGING) MANUFACTURING,2014.0,15550.009999999998
478, TREE NUT FARMING,2016.0,15556.42
479," EXECUTIVE AND LEGISLATIVE OFFICES, COMBINED",2016.0,15654.849999999995
480," COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",2010.0,15749.259999999998
481, DRIVE-IN MOTION PICTURE THEATERS,2011.0,15832.44
482, OTHER NONCITRUS FRUIT FARMING,2014.0,15836.07
483, AUTOMATIC VENDING MACHINE MANUFACTURING,2013.0,16186.92
484, SHEEP FARMING,2014.0,16220.75
485, VIDEO TAPE AND DISC RENTAL,2014.0,16295.119999999999
486, YARN SPINNING MILLS,2016.0,16360.0
487, LIBRARIES AND ARCHIVES,2010.0,16404.0
488, OTHER DEPOSITORY CREDIT INTERMEDIATION,2014.0,16643.35
489, MOTION PICTURE THEATERS (EXCEPT DRIVE-INS),2010.0,16800.0
490, CLAY AND CERAMIC AND REFRACTORY MINERALS MINING,2010.0,16860.88
491, NONFERROUS METAL DIE-CASTING FOUNDRIES,2012.0,16900.0
492, PEN AND MECHANICAL PENCIL MANUFACTURING,2015.0,17025.19
493, WOMEN'S HANDBAG AND PURSE MANUFACTURING,2012.0,17075.52
494, SECONDARY SMELTING AND ALLOYING OF ALUMINUM,2010.0,17096.0
495, FISH AND SEAFOOD MARKETS,2010.0,17199.0
496, FAMILY CLOTHING STORES,2015.0,17383.170000000002
497, FLUID POWER CYLINDER AND ACTUATOR MANUFACTURING,2014.0,17469.1
498, RECONSTITUTED WOOD PRODUCT MANUFACTURING,2010.0,17486.25
499, BEER AND ALE MERCHANT WHOLESALERS,2015.0,17586.87
500, LABOR UNIONS AND SIMILAR LABOR ORGANIZATIONS,2014.0,17590.65
501," PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",2012.0,17678.68
502, INDUSTRIAL AND COMMERCIAL FAN AND BLOWER MANUFACTURING,2014.0,17757.12
503, SPRING (HEAVY GAUGE) MANUFACTURING,2016.0,17858.559999999998
504, CASINO HOTELS,2014.0,17889.45
505, RUBBER AND PLASTICS FOOTWEAR MANUFACTURING,2014.0,17903.85
506," WOMEN'S, CHILDREN'S, AND INFANTS' CLOTHING AND ACCESSORIES MERCHANT WHOLESALERS",2014.0,17945.03
507, REAL ESTATE CREDIT,2016.0,18124.91
508, PHOSPHATIC FERTILIZER MANUFACTURING,2015.0,18238.2
509, SPACE RESEARCH AND TECHNOLOGY,2014.0,18290.03
510, OFFICES OF OTHER HOLDING COMPANIES,2015.0,18482.839999999997
511, SAW BLADE AND HANDSAW MANUFACTURING,2014.0,18491.9
512," SCENIC AND SIGHTSEEING TRANSPORTATION, OTHER",2011.0,18750.0
513, IRON AND STEEL MILLS AND FERROALLOY MANUFACTURING,2012.0,18761.13
514, OTHER GUIDED MISSILE AND SPACE VEHICLE PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,2010.0,18834.829999999998
515, CEMENT MANUFACTURING,2010.0,18949.940000000002
516, GYPSUM PRODUCT MANUFACTURING,2013.0,19056.2
517," SPECIAL DIE AND TOOL, DIE SET, JIG, AND FIXTURE MANUFACTURING",2014.0,19068.0
518, ROLLING MILL AND OTHER METALWORKING MACHINERY MANUFACTURING,2014.0,19280.0
519, ELECTRONIC AUCTIONS,2014.0,19292.36
520, RESILIENT FLOOR COVERING MANUFACTURING,2014.0,19300.0
521, PHOSPHATE ROCK MINING,2014.0,19317.0
522, SEMICONDUCTOR MACHINERY MANUFACTURING,2014.0,19370.0
523, SHELLFISH FISHING,2014.0,19500.0
524, RICE FARMING,2015.0,19508.78
525," TRUSTS, ESTATES, AND AGENCY ACCOUNTS",2012.0,19559.7
526, PHOSPHATIC FERTILIZER MANUFACTURING,2013.0,19655.579999999998
527, CREDIT UNIONS,2014.0,19720.0
528," TRUSTS, ESTATES, AND AGENCY ACCOUNTS",2010.0,19812.62
529, OTHER KNIT FABRIC AND LACE MILLS,2016.0,20000.0
530, MANIFOLD BUSINESS FORMS PRINTING,2014.0,20033.04
531, SECURITIES BROKERAGE,2014.0,20193.71
532, MOTION PICTURE THEATERS (EXCEPT DRIVE-INS),2013.0,20220.0
533, CONFECTIONERY MANUFACTURING FROM PURCHASED CHOCOLATE,2010.0,20325.4
534, BEER AND ALE MERCHANT WHOLESALERS,2012.0,20446.98
535, ADMINISTRATION OF HOUSING PROGRAMS,2014.0,20694.489999999998
536, OTHER INSURANCE FUNDS,2015.0,20727.89
537, PAGING,2014.0,20733.149999999998
538, CONFECTIONERY AND NUT STORES,2012.0,20762.41
539, ONE-HOUR PHOTOFINISHING,2015.0,20795.0
540," DOLL, TOY, AND GAME MANUFACTURING",2014.0,20845.0
541, GREETING CARD PUBLISHERS,2014.0,20850.0
542," CAFETERIAS, GRILL BUFFETS, AND BUFFETS",2014.0,20977.28
543, PAROLE OFFICES AND PROBATION OFFICES,2012.0,21001.0
544, CRUSHED AND BROKEN GRANITE MINING AND QUARRYING,2014.0,21143.19
545," FROZEN CAKES, PIES, AND OTHER PASTRIES MANUFACTURING",2010.0,21203.52
546, DIE-CUT PAPER AND PAPERBOARD OFFICE SUPPLIES MANUFACTURING,2014.0,21363.89
547, OTHER INSURANCE FUNDS,2016.0,21533.01
548, OTHER PERFORMING ARTS COMPANIES,2014.0,21542.25
549, BURIAL CASKET MANUFACTURING,2015.0,21660.39
550," CORPORATE, SUBSIDIARY, AND REGIONAL MANAGING OFFICES",2013.0,21865.0
551, GREETING CARD PUBLISHERS,2015.0,21892.0
552," BEER, WINE, AND LIQUOR STORES",2014.0,22044.4
553, PULP MILLS,2010.0,22205.78
554," AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",2014.0,22217.0
555, OTHER SPECTATOR SPORTS,2014.0,22375.0
556, DIET AND WEIGHT REDUCING CENTERS,2011.0,22405.0
557," GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS THAN TRUCKLOAD",2014.0,22444.97
558, OTHER SOUND RECORDING INDUSTRIES,2014.0,22475.23
559, SHEEP FARMING,2015.0,22524.0
560, SHEEP FARMING,2016.0,22595.0
561, CLAY AND CERAMIC AND REFRACTORY MINERALS MINING,2013.0,22698.739999999998
562, SAVINGS INSTITUTIONS,2011.0,22842.5
563, ELECTROMETALLURGICAL FERROALLOY PRODUCT MANUFACTURING,2010.0,22851.12
564," COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",2016.0,22946.6
565, WHEAT FARMING,2014.0,23006.71
566, AUTOMOTIVE GLASS REPLACEMENT SHOPS,2010.0,23051.07
567, RENDERING AND MEAT BYPRODUCT PROCESSING,2010.0,23081.4
568, ENAMELED IRON AND METAL SANITARY WARE MANUFACTURING,2010.0,23149.45
569, CEMETERIES AND CREMATORIES,2014.0,23383.0
570, IRON FOUNDRIES,2010.0,23498.0
571, MUSICAL INSTRUMENT MANUFACTURING,2014.0,23508.06
572, CABLE AND OTHER PROGRAM DISTRIBUTION,2012.0,23650.47
573, SPORTING AND RECREATIONAL GOODS AND SUPPLIES WHOLESALERS,2011.0,23737.97
574, MONETARY AUTHORITIES - CENTRAL BANK,2016.0,23804.89
575, OTHER HOSIERY AND SOCK MILLS,2014.0,23866.5
576," BEER, WINE, AND LIQUOR STORES",2012.0,23929.42
577, PRINTING MACHINERY AND EQUIPMENT MANUFACTURING,2012.0,23989.02
578, GOLF COURSES AND COUNTRY CLUBS,2015.0,24061.699999999997
579, RECONSTITUTED WOOD PRODUCT MANUFACTURING,2014.0,24070.760000000002
580, AMUSEMENT ARCADES,2012.0,24264.559999999998
581, VENDING MACHINE OPERATORS,2015.0,24312.79
582, CEMENT MANUFACTURING,2014.0,24316.85
583, ELECTRONIC CAPACITOR MANUFACTURING,2016.0,24368.2
584," WOMEN'S, GIRLS', AND INFANTS' CUT AND SEW APPAREL MANUFACTURING",2014.0,24526.2
585, FARM PRODUCT WAREHOUSING AND STORAGE,2013.0,24688.55
586," BEER, WINE, AND LIQUOR STORES",2013.0,24741.03
587, WET CORN MILLING,2011.0,24810.0
588, OTHER FOOD CROPS GROWN UNDER COVER,2012.0,24837.25
589," COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",2013.0,24948.75
590, SECONDARY MARKET FINANCING,2015.0,25000.0
591, OTHER ACTIVITIES RELATED TO CREDIT INTERMEDIATION,2014.0,25199.5
592, COPPER WIRE (EXCEPT MECHANICAL) DRAWING,2016.0,25200.12
593, WINERIES,2012.0,25203.6
594, OTHER POULTRY PRODUCTION,2010.0,25426.0
595, DRY PEA AND BEAN FARMING,2016.0,25509.79
596, RICE FARMING,2013.0,25685.49
597, FRUIT AND TREE NUT COMBINATION FARMING,2012.0,25800.0
598, WHEAT FARMING,2011.0,25930.8
599, IRON ORE MINING,2013.0,26000.0
600, BEET SUGAR MANUFACTURING,2016.0,26000.0
601, LIME MANUFACTURING,2014.0,26005.0
602, SKIING FACILITIES,2012.0,26400.0
603, SPICE AND EXTRACT MANUFACTURING,2010.0,26433.760000000002
604, WOMEN'S FOOTWEAR (EXCEPT ATHLETIC) MANUFACTURING,2016.0,26554.72
605, JEWELRY STORES,2011.0,26711.47
606, MEAT AND MEAT PRODUCT MERCHANT WHOLESALERS,2016.0,26810.0
607, GREETING CARD PUBLISHERS,2010.0,26827.0
608, MUSICAL GROUPS AND ARTISTS,2014.0,26936.0
609, FRUIT AND TREE NUT COMBINATION FARMING,2011.0,26991.730000000003
610, SECURITIES BROKERAGE,2013.0,27237.25
611, OTHER URBAN TRANSIT SYSTEMS,2014.0,27337.050000000003
612, DISCOUNT DEPARTMENT STORES,2013.0,27367.230000000003
613, BED-AND-BREAKFAST INNS,2014.0,27389.050000000003
614, DUAL-PURPOSE CATTLE RANCHING AND FARMING,2012.0,27392.0
615, CREAMERY BUTTER MANUFACTURING,2016.0,27465.44
616, FOOTWEAR AND LEATHER GOODS REPAIR,2011.0,27580.0
617, CORN FARMING,2016.0,27655.4
618, COTTON FARMING,2010.0,27710.33
619," CROP HARVESTING, PRIMARILY BY MACHINE",2012.0,28427.75
620, NITROGENOUS FERTILIZER MANUFACTURING,2015.0,28436.0
621, MEAT MARKETS,2016.0,28459.6
622, RICE FARMING,2010.0,28656.99
623, WOMEN'S CLOTHING STORES,2010.0,28822.379999999997
624, RACETRACKS,2013.0,28972.92
625, ALL OTHER METAL ORE MINING,2015.0,29192.57
626, ROLLING MILL MACHINERY AND EQUIPMENT MANUFACTURING,2010.0,29212.89
627, DIGITAL PRINTING,2016.0,29431.629999999997
628, STATIONERY AND OFFICE SUPPLIES WHOLESALERS,2014.0,29645.600000000002
629, CONFECTIONERY MANUFACTURING FROM PURCHASED CHOCOLATE,2015.0,29662.429999999997
630, CUTLERY AND FLATWARE (EXCEPT PRECIOUS) MANUFACTURING,2010.0,29834.9
631, BEAUTY SALONS,2013.0,29925.0
632, OPEN-END INVESTMENT FUNDS,2015.0,30000.0
633, PIPELINE TRANSPORTATION OF NATURAL GAS,2014.0,30067.0
634," GAME, TOY, AND CHILDREN'S VEHICLE MANUFACTURING",2016.0,30208.65
635, CONSUMER LENDING,2010.0,30283.82
636," WOMEN'S AND GIRLS' CUT AND SEW SUIT, COAT, TAILORED JACKET, AND SKIRT MANUFACTURING",2016.0,30394.65
637," BEER, WINE, AND LIQUOR STORES",2015.0,30460.43
638, RECONSTITUTED WOOD PRODUCT MANUFACTURING,2013.0,30473.44
639, ALUMINUM DIE-CASTING FOUNDRIES,2016.0,30529.24
640, REPOSSESSION SERVICES,2013.0,30601.69
641, PEANUT FARMING,2016.0,30605.0
642, WOMEN'S AND GIRLS' CUT AND SEW OTHER OUTERWEAR MANUFACTURING,2010.0,30609.69
643, FARM PRODUCT WAREHOUSING AND STORAGE,2016.0,30842.239999999998
644, JEWELERS' MATERIAL AND LAPIDARY WORK MANUFACTURING,2011.0,30903.37
645, TOY AND HOBBY GOODS AND SUPPLIES MERCHANT WHOLESALERS,2010.0,30981.71
646, OTHER TELECOMMUNICATIONS,2010.0,31046.4
647, CONFECTIONERY MANUFACTURING FROM PURCHASED CHOCOLATE,2014.0,31236.81
648, CONTINUING CARE RETIREMENT COMMUNITIES,2016.0,31356.0
649, HOUSEHOLD APPLIANCE STORES,2013.0,31458.809999999998
650, CATTLE FEEDLOTS,2014.0,32179.0
651, FLORISTS,2014.0,32214.54
652, SNACK AND NONALCOHOLIC BEVERAGE BARS,2016.0,32359.88
653, BURIAL CASKET MANUFACTURING,2013.0,32454.75
654, BIOMASS ELECTRIC POWER GENERATION,2015.0,32550.0
655, CHOCOLATE AND CONFECTIONERY MANUFACTURING FROM CACAO BEANS,2013.0,32640.84
656, CONVENTION AND VISITORS BUREAUS,2015.0,32671.3
657, FLORISTS,2015.0,32762.760000000002
658, COIN-OPERATED LAUNDRIES AND DRYCLEANERS,2010.0,32767.370000000003
659, MOTORCYCLE DEALERS,2014.0,32816.12
660, PIPELINE TRANSPORTATION OF NATURAL GAS,2016.0,33084.72
661, OILSEED AND GRAIN COMBINATION FARMING,2013.0,33153.93
662, FINE ARTS SCHOOLS,2016.0,33423.99
663, TEXTILE MACHINERY MANUFACTURING,2010.0,33646.95
664, FOOD (HEALTH) SUPPLEMENT STORES,2016.0,33751.19
665, MARINE CARGO HANDLING,2014.0,33847.78
666, WOMEN'S CLOTHING STORES,2015.0,33942.33
667, AUTOMOTIVE EXHAUST SYSTEM REPAIR,2013.0,34127.0
668," WOMEN'S AND GIRLS' CUT AND SEW LINGERIE, LOUNGEWEAR, AND NIGHTWEAR MANUFACTURING",2010.0,34194.0
669, DRINKING PLACES (ALCOHOLIC BEVERAGES),2016.0,34315.48
670, STATIONERY AND OFFICE SUPPLIES WHOLESALERS,2015.0,34352.64
671, POLITICAL ORGANIZATIONS,2012.0,34427.5
672, HOG AND PIG FARMING,2010.0,34617.0
673, BUSINESS TO BUSINESS ELECTRONIC MARKETS,2016.0,34635.93
674, MONETARY AUTHORITIES - CENTRAL BANK,2010.0,34638.95
675, PACKAGED FROZEN FOOD MERCHANT WHOLESALERS,2014.0,34849.0
676, AMUSEMENT AND THEME PARKS,2010.0,34850.17
677, FLORISTS,2010.0,34883.7
678, SUPPORT ACTIVITIES FOR METAL MINING,2013.0,34896.0
679, WOMEN'S HANDBAG AND PURSE MANUFACTURING,2011.0,34999.0
680, SEMICONDUCTOR MACHINERY MANUFACTURING,2013.0,35195.0
681, OILSEED (EXCEPT SOYBEAN) FARMING,2016.0,35265.93
682, BARBER SHOPS,2015.0,35348.0
683, CONFECTIONERY MERCHANT WHOLESALERS,2016.0,35673.479999999996
684, DIGITAL PRINTING,2015.0,35702.94
685, FUR AND LEATHER APPAREL MANUFACTURING,2010.0,35767.5
686," SECONDARY SMELTING, REFINING, AND ALLOYING OF COPPER",2013.0,35834.76
687, PRIVATE HOUSEHOLDS,2014.0,35879.729999999996
688, AUTOMOTIVE OIL CHANGE AND LUBRICATION SHOPS,2016.0,35963.47
689, BALL AND ROLLER BEARING MANUFACTURING,2010.0,36006.32
690, LINE-HAUL RAILROADS,2014.0,36084.81
691, DISCOUNT DEPARTMENT STORES,2010.0,36201.14000000001
692, SPRING (LIGHT GAUGE) MANUFACTURING,2010.0,36236.0
693, WHEAT FARMING,2010.0,36241.1
694, CUSTOM COMPOUNDING OF PURCHASED RESINS,2015.0,36503.72
695, MOTOR VEHICLE SEATING AND INTERIOR TRIM MANUFACTURING,2014.0,36650.42
696, PET AND PET SUPPLIES STORES,2014.0,36692.46
697, PAROLE OFFICES AND PROBATION OFFICES,2013.0,36860.0
698, DEPARTMENT STORES (EXCEPT DISCOUNT DEPARTMENT STORES),2016.0,36972.28
699, CARBON AND GRAPHITE PRODUCT MANUFACTURING,2010.0,37002.79
700, USED MERCHANDISE STORES,2014.0,37264.700000000004
701, CONSTRUCTION AND MINING (EXCEPT OIL WELL) MACHINERY AND EQUIPMENT WHOLESALERS,2010.0,37271.0
702, COMMODITY CONTRACTS BROKERAGE,2013.0,37500.0
703, CUSTOM COMPOUNDING OF PURCHASED RESINS,2014.0,37502.6
704, INDUSTRIAL MOLD MANUFACTURING,2010.0,37526.94
705, OTHER APPAREL KNITTING MILLS,2014.0,37630.96
706, PRIMARY SMELTING AND REFINING OF NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM),2010.0,37881.99
707, ENGINEERED WOOD MEMBER (EXCEPT TRUSS) MANUFACTURING,2010.0,38036.42
708, FRUIT AND TREE NUT COMBINATION FARMING,2013.0,38059.8
709, PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,2012.0,38143.759999999995
710," RADIO, TELEVISION, AND OTHER ELECTRONICS STORES",2014.0,38229.11000000001
711, TORTILLA MANUFACTURING,2016.0,38387.35
712, YARN SPINNING MILLS,2015.0,38446.0
713," MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES WHOLESALERS",2012.0,38564.77
714, FOOTWEAR AND LEATHER GOODS REPAIR,2010.0,39050.0
715, ZOOS AND BOTANICAL GARDENS,2016.0,39270.72
716, WINE AND DISTILLED ALCOHOLIC BEVERAGE MERCHANT WHOLESALERS,2016.0,39294.68
717, WINERIES,2014.0,39373.07
718, SPORTS TEAMS AND CLUBS,2014.0,39457.71000000001
719, OTHER ALUMINUM ROLLING AND DRAWING,2010.0,39472.79
720, MONETARY AUTHORITIES - CENTRAL BANK,2013.0,39628.19
721, PEANUT FARMING,2015.0,39640.0
722, SYNTHETIC RUBBER MANUFACTURING,2014.0,39858.89
723," MEN'S AND BOYS' CUT AND SEW TROUSER, SLACK, AND JEAN MANUFACTURING",2013.0,39899.2
724, VOLUNTARY HEALTH ORGANIZATIONS,2010.0,39999.0
725, POSTHARVEST CROP ACTIVITIES (EXCEPT COTTON GINNING),2013.0,40063.89
726, ARTIFICIAL AND SYNTHETIC FIBERS AND FILAMENTS MANUFACTURING,2014.0,40232.6
727," COMMERCIAL LAUNDRY, DRYCLEANING, AND PRESSING MACHINE MANUFACTURING",2016.0,40365.29
728, CHOCOLATE AND CONFECTIONERY MANUFACTURING FROM CACAO BEANS,2016.0,40480.77
729, ELECTRONIC AUCTIONS,2010.0,40580.0
730, FOOTWEAR AND LEATHER GOODS REPAIR,2016.0,40686.56
731, IRON FOUNDRIES,2014.0,40998.29
732, FURNITURE WHOLESALERS,2013.0,41031.57
733, OTHER FARM PRODUCT RAW MATERIAL MERCHANT WHOLESALERS,2016.0,41125.0
734," MAYONNAISE, DRESSING, AND OTHER PREPARED SAUCE MANUFACTURING",2010.0,41192.2
735, DIRECT TITLE INSURANCE CARRIERS,2014.0,41222.75
736, PENSION FUNDS,2016.0,41418.270000000004
737, JEWELRY STORES,2010.0,41590.6
738, POTATO FARMING,2010.0,41603.52
739, WHEAT FARMING,2015.0,41630.55
740, DRILLING OIL AND GAS WELLS,2010.0,41727.840000000004
741, SOFTWOOD VENEER AND PLYWOOD MANUFACTURING,2014.0,41830.9
742, DISTILLERIES,2016.0,42026.0
743, LUGGAGE AND LEATHER GOODS STORES,2015.0,42244.979999999996
744, OTHER INDUSTRIAL MACHINERY MANUFACTURING,2012.0,42354.759999999995
745, BOWLING CENTERS,2015.0,42407.520000000004
746, TRUSS MANUFACTURING,2015.0,42438.2
747, FLORICULTURE PRODUCTION,2014.0,42472.77
748," MEN'S AND BOYS' CUT AND SEW TROUSER, SLACK, AND JEAN MANUFACTURING",2010.0,42632.18
749, TIRE CORD AND TIRE FABRIC MILLS,2011.0,42737.1
750, OILSEED AND GRAIN COMBINATION FARMING,2012.0,42781.28
751, CONVENTION AND VISITORS BUREAUS,2013.0,42820.17
752, FORMAL WEAR AND COSTUME RENTAL,2013.0,42965.520000000004
753, RICE FARMING,2011.0,43059.53
754, GENERAL LINE GROCERY WHOLESALERS,2011.0,43133.12
755, BED-AND-BREAKFAST INNS,2011.0,43353.850000000006
756, TREE NUT FARMING,2015.0,43417.32000000001
757, SAWMILL AND WOODWORKING MACHINERY MANUFACTURING,2013.0,43676.53999999999
758, RACETRACKS,2011.0,43700.37
759, HMO MEDICAL CENTERS,2016.0,43875.8
760, KAOLIN AND BALL CLAY MINING,2010.0,44100.0
761," WOMEN'S AND GIRLS' CUT AND SEW LINGERIE, LOUNGEWEAR, AND NIGHTWEAR MANUFACTURING",2011.0,44166.91
762, POWDER METALLURGY PART MANUFACTURING,2010.0,44241.630000000005
763, SHEEP FARMING,2012.0,44400.75
764, INDUSTRIAL SAND MINING,2010.0,44408.91
765, FOLDING PAPERBOARD BOX MANUFACTURING,2014.0,44537.55
766, ALKALIES AND CHLORINE MANUFACTURING,2014.0,44550.0
767, CONVENTION AND VISITORS BUREAUS,2016.0,44716.65
768, BOWLING CENTERS,2012.0,44854.35999999999
769, DIE-CUT PAPER AND PAPERBOARD OFFICE SUPPLIES MANUFACTURING,2016.0,44920.0
770, METAL HEAT TREATING,2015.0,44948.53
771, USED CAR DEALERS,2016.0,45013.43
772, NEW HOUSING FOR-SALE BUILDERS,2010.0,45070.94
773, FLORISTS,2016.0,45079.97
774, COMMODITY CONTRACTS DEALING,2011.0,45155.41
775, LIMITED-SERVICE RESTAURANTS,2014.0,45732.0
776, PIPELINE TRANSPORTATION OF CRUDE OIL,2011.0,46100.36
777, PEN AND MECHANICAL PENCIL MANUFACTURING,2014.0,46112.35
778, CUSTOM ROLL FORMING,2015.0,46337.95
779, BOWLING CENTERS,2013.0,46487.520000000004
780, CAR WASHES,2014.0,46550.81
781, SHOE STORES,2014.0,46599.26
782, SUPPORT ACTIVITIES FOR METAL MINING,2015.0,46600.0
783, WOMEN'S FOOTWEAR (EXCEPT ATHLETIC) MANUFACTURING,2010.0,46963.100000000006
784, NATURE PARKS AND OTHER SIMILAR INSTITUTIONS,2015.0,46973.34
785, ELECTRICAL CONTRACTORS,2010.0,47000.0
786, DIET AND WEIGHT REDUCING CENTERS,2012.0,47110.1
787," OTHER ALUMINUM ROLLING, DRAWING, AND EXTRUDING",2014.0,47302.4
788, OTHER FARM PRODUCT RAW MATERIAL MERCHANT WHOLESALERS,2014.0,47308.7
789, PRIVATE HOUSEHOLDS,2012.0,47364.89
790, CREDIT UNIONS,2012.0,47469.479999999996
791, COPPER ORE AND NICKEL ORE MINING,2013.0,47503.19
792, INDUSTRIAL DESIGN SERVICES,2016.0,47556.590000000004
793, TIRE RETREADING,2016.0,47608.69
794, HOUSEHOLD VACUUM CLEANER MANUFACTURING,2016.0,47670.16
