,naics_code,fiscal_year,base_and_all_options_value
6366, OIL AND GAS FIELD MACHINERY AND EQUIPMENT MANUFACTURING,2009,1789873.3799999994
6367, OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,2004,1791222.9600000002
6368, SALES FINANCING,2006,1792085.8399999999
6369, COMMERCIAL FLEXOGRAPHIC PRINTING,2009,1793316.1900000002
6370, ALL OTHER INSURANCE RELATED ACTIVITIES,2003,1794395.82
6371," FIBER CAN, TUBE, DRUM, AND SIMILAR PRODUCTS MANUFACTURING",2009,1796913.4800000002
6372," WATER, SEWER, AND PIPELINE CONSTRUCTION",2003,1798115.07
6373, COURT REPORTING AND STENOTYPE SERVICES,2001,1799513.0
6374," SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",2004,1799649.79
6375, INVESTMENT BANKING AND SECURITIES DEALING,2001,1800000.0
6376, LEAD PENCIL AND ART GOOD MANUFACTURING,2006,1800743.6000000003
6377, ICE MANUFACTURING,2008,1806159.7899999998
6378, NATURAL GAS DISTRIBUTION,2006,1806278.0
6379, RECORD PRODUCTION,2002,1806893.0
6380, CEMENT MANUFACTURING,2007,1807769.9899999998
6381, COMPUTER STORAGE DEVICE MANUFACTURING,2001,1812430.8599999999
6382, SHELLFISH FARMING,2006,1813266.5
6383, COMMERCIAL SCREEN PRINTING,2007,1814452.1299999997
6384, COTTON GINNING,2007,1815000.0
6385, LANDSCAPE ARCHITECTURAL SERVICES,2004,1816411.17
6386, CHARTER BUS INDUSTRY,2005,1817659.29
6387, RADIO NETWORKS,2008,1817868.42
6388, MOTORCYCLE DEALERS,2008,1818979.2299999997
6389, PLASTICS MATERIAL AND RESIN MANUFACTURING,2001,1819103.0
6390, OFFICES OF REAL ESTATE AGENTS AND BROKERS,2001,1819127.0
6391, MACHINE TOOL (METAL CUTTING TYPES) MANUFACTURING,2005,1822438.4300000004
6392, PACKAGING MACHINERY MANUFACTURING,2008,1824101.38
6393, PRIVATE HOUSEHOLDS,2006,1824504.0599999998
6394, FISH AND SEAFOOD MARKETS,2008,1825436.25
6395, POLISH AND OTHER SANITATION GOOD MANUFACTURING,2004,1828496.9799999995
6396, MEDIA REPRESENTATIVES,2006,1830730.9500000004
6397, AUTOMATIC VENDING MACHINE MANUFACTURING,2004,1833223.6600000004
6398, CLOTHING ACCESSORIES STORES,2005,1834072.7899999998
6399, HOUSEHOLD APPLIANCE STORES,2005,1835086.2599999995
6400, DIE-CUT PAPER AND PAPERBOARD OFFICE SUPPLIES MANUFACTURING,2009,1835103.5999999996
6401, OTHER URBAN TRANSIT SYSTEMS,2009,1836324.44
6402, HARDWARE STORES,2000,1837089.35
6403, ALL OTHER HEALTH AND PERSONAL CARE STORES,2004,1838546.18
6404, OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS,2001,1839633.24
6405, STEEL WIRE DRAWING,2006,1842285.0799999998
6406, OTHER NONFERROUS FOUNDRIES (EXCEPT DIE-CASTING),2009,1842476.42
6407, THEATER COMPANIES AND DINNER THEATERS,2005,1843758.34
6408, SERVICE ESTABLISHMENT EQUIPMENT AND SUPPLIES WHOLESALERS,2007,1844865.83
6409, ,2009,1844954.47
6410, OTHER HOUSEHOLD TEXTILE PRODUCT MILLS,2005,1844960.7099999997
6411, TELEMARKETING BUREAUS AND OTHER CONTACT CENTERS,2002,1845000.0
6412," SCALE AND BALANCE MANUFACTURING (2007), SCALE AND BALANCE (EXCEPT LABORATORY) MANUFACTURING (2002)",2008,1846160.5799999996
6413, REUPHOLSTERY AND FURNITURE REPAIR,2009,1846209.6799999997
6414, CASINO HOTELS,2006,1847626.4100000001
6415, OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,2005,1849069.6199999996
6416, ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING,2005,1849704.77
6417, CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING,2008,1850028.1900000002
6418, OTHER AUTOMOTIVE MECHANICAL AND ELECTRICAL REPAIR AND MAINTENANCE,2008,1850895.01
6419, REFRIGERATION EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,2008,1851553.7499999998
6420, SIGN MANUFACTURING,2003,1856031.79
6421, STRUCTURAL STEEL AND PRECAST CONCRETE CONTRACTORS,2005,1857531.8599999999
6422, GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING,2002,1863971.0
6423, RESILIENT FLOOR COVERING MANUFACTURING,2003,1866245.0
6424, PROFESSIONAL ORGANIZATIONS,2002,1866564.54
6425, TRAVEL AGENCIES,2004,1869051.02
6426, HOUSEHOLD VACUUM CLEANER MANUFACTURING,2009,1869510.5599999977
6427," RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",2001,1875000.0
6428, FRESH AND FROZEN SEAFOOD PROCESSING,2008,1877575.9000000001
6429, HOUSEHOLD FURNITURE (EXCEPT WOOD AND METAL) MANUFACTURING,2003,1881036.0
6430, READY-MIX CONCRETE MANUFACTURING,2006,1881586.18
6431, INSURANCE AGENCIES AND BROKERAGES,2005,1883236.5
6432, FLUID MILK MANUFACTURING,2005,1891430.8299999996
6433, ROLLED STEEL SHAPE MANUFACTURING,2002,1891687.0
6434, FLORISTS,2008,1892306.6699999995
6435, ELECTRIC HOUSEWARES AND HOUSEHOLD FAN MANUFACTURING,2007,1893101.9499999995
6436, OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,2004,1893104.12
6437, COATED AND LAMINATED PACKAGING PAPER AND PLASTICS FILM MANUFACTURING,2000,1893950.0
6438, OUTDOOR POWER EQUIPMENT STORES,2009,1895663.0399999998
6439, PLASTICS BOTTLE MANUFACTURING,2007,1896117.2699999996
6440, BARE PRINTED CIRCUIT BOARD MANUFACTURING,2004,1896441.54
6441, ALL OTHER METAL ORE MINING,2005,1897079.0
6442, ELECTRIC LAMP BULB AND PART MANUFACTURING,2002,1897980.0
6443, OFFICES OF OTHER HOLDING COMPANIES,2007,1898279.86
6444, EXAM PREPARATION AND TUTORING,2003,1898393.0
6445, SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES,2001,1902000.0
6446," SOIL PREPARATION, PLANTING, AND CULTIVATING",2002,1902374.2
6447, PORCELAIN ELECTRICAL SUPPLY MANUFACTURING,2006,1902706.83
6448, COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,2000,1903000.0
6449, UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING,2008,1906449.8299999998
6450, SOFTWARE REPRODUCING,2003,1907122.0799999998
6451, URANIUM-RADIUM-VANADIUM ORE MINING,2001,1908046.0
6452, CAR WASHES,2007,1910207.3499999999
6453, MEAT PROCESSED FROM CARCASSES,2006,1917620.0099999995
6454, RUBBER PRODUCT MANUFACTURING FOR MECHANICAL USE,2006,1918177.03
6455, HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MANUFACTURING,2004,1919294.1600000018
6456, SOFT DRINK MANUFACTURING,2006,1921684.3899999994
6457, GROUND OR TREATED MINERAL AND EARTH MANUFACTURING,2007,1921890.2
6458, PIPELINE TRANSPORTATION OF NATURAL GAS,2009,1922135.3299999998
6459, ADMINISTRATION OF EDUCATION PROGRAMS,2004,1923265.4
6460, VEHICULAR LIGHTING EQUIPMENT MANUFACTURING,2006,1923432.49
6461, UNLAMINATED PLASTICS FILM AND SHEET (EXCEPT PACKAGING) MANUFACTURING,2006,1923958.3199999991
6462, OTHER ANIMAL FOOD MANUFACTURING,2008,1927781.3800000004
6463, CURTAIN AND DRAPERY MILLS,2005,1929282.2300000004
6464, PLASTICS BAG MANUFACTURING,2004,1931179.8700000008
6465, TIRE MANUFACTURING (EXCEPT RETREADING),2006,1931736.7
6466, AIR AND GAS COMPRESSOR MANUFACTURING,2005,1932014.0799999998
6467, SPORTS AND RECREATION INSTRUCTION,2007,1933076.45
6468, OTHER DEPOSITORY CREDIT INTERMEDIATION,2008,1936238.4800000004
6469, GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING,2003,1936336.0
6470, STRAWBERRY FARMING,2004,1936650.0
6471, LANGUAGE SCHOOLS,2003,1937298.5
6472, MINERAL WOOL MANUFACTURING,2006,1937364.81
6473, PET AND PET SUPPLIES STORES,2007,1939196.31
6474, BUILDING INSPECTION SERVICES,2001,1940977.8399999999
6475, ELECTRONIC RESISTOR MANUFACTURING,2002,1941613.0
6476, TOUR OPERATORS,2007,1945173.0
6477, TORTILLA MANUFACTURING,2009,1945720.0699999998
6478, NEWS SYNDICATES,2008,1947106.4200000002
6479, FITNESS AND RECREATIONAL SPORTS CENTERS,2008,1949576.9899999995
6480, FIRE PROTECTION,2002,1950301.2200000004
6481, ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING,2008,1952560.04
6482, PLASTICS AND RUBBER INDUSTRY MACHINERY MANUFACTURING,2006,1952586.82
6483, PRIMARY SMELTING AND REFINING OF NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM),2007,1953446.01
6484, ALL OTHER NONMETALLIC MINERAL MINING,2009,1955345.6499999994
6485, VOCATIONAL REHABILITATION SERVICES,2004,1956165.77
6486, BARE PRINTED CIRCUIT BOARD MANUFACTURING,2005,1956437.9599999997
6487, SERVICE ESTABLISHMENT EQUIPMENT AND SUPPLIES WHOLESALERS,2005,1956732.22
6488, ON-LINE INFORMATION SERVICES,2008,1958863.77
6489, JEWELRY (EXCEPT COSTUME) MANUFACTURING,2003,1960500.0
6490, ELECTRICAL CONTRACTORS,2003,1964770.0
6491, COASTAL AND GREAT LAKES PASSENGER TRANSPORTATION,2008,1965091.4000000001
6492, COPPER WIRE (EXCEPT MECHANICAL) DRAWING,2006,1969525.3500000003
6493, OFFICES OF LAWYERS,2002,1969557.0
6494, OTHER ANIMAL FOOD MANUFACTURING,2005,1972033.9600000002
6495, ENVELOPE MANUFACTURING,2005,1973182.0500000003
6496, MOTOR VEHICLE TRANSMISSION AND POWER TRAIN PARTS MANUFACTURING,2002,1973772.0
6497, OTHER GRANTMAKING AND GIVING SERVICES,2005,1977761.79
6498, ELECTRON TUBE MANUFACTURING,2005,1981529.08
6499, INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,2004,1981866.1799999992
6500, MOTOR VEHICLE METAL STAMPING,2007,1982317.8099999998
6501, TOILET PREPARATION MANUFACTURING,2009,1985149.0099999998
6502," FINANCIAL TRANSACTIONS PROCESSING, RESERVE, AND CLEARINGHOUSE ACTIVITIES",2001,1987000.0
6503, ELECTRICAL CONTRACTORS,2007,1987394.92
6504, PEN AND MECHANICAL PENCIL MANUFACTURING,2003,1991924.2
6505, FOOD PRODUCT MACHINERY MANUFACTURING,2006,1994896.07
6506, CABLE AND OTHER PROGRAM DISTRIBUTION,2005,1995216.8099999998
6507, ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES,2008,1995846.6500000001
6508, SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION,2006,1996588.7600000007
6509, WHOLESALE TRADE AGENTS AND BROKERS,2008,1997981.1800000002
6510, OTHER BUILDING MATERIAL DEALERS,2004,1999224.4199999997
6511, PREFABRICATED WOOD BUILDING MANUFACTURING,2002,2000000.0
6512, HAZARDOUS WASTE COLLECTION,2002,2000000.0
6513, WOMEN'S AND GIRLS' CUT AND SEW OTHER OUTERWEAR MANUFACTURING,2003,2000000.0
6514, BOTTLED WATER MANUFACTURING,2003,2000000.0
6515, GLOVE AND MITTEN MANUFACTURING,2003,2000000.0
6516, OTHER HOSIERY AND SOCK MILLS,2003,2000000.0
6517, MEASURING AND DISPENSING PUMP MANUFACTURING,2008,2001282.99
6518," ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND CONSTRUCTION MATERIAL WHOLESALERS",2002,2001486.0
6519, METAL HOUSEHOLD FURNITURE MANUFACTURING,2004,2002923.8199999996
6520, TITLE ABSTRACT AND SETTLEMENT OFFICES,2000,2005220.0
6521," STATIONERY, TABLET, AND RELATED PRODUCT MANUFACTURING",2004,2005670.7299999997
6522," DRYWALL, PLASTERING, ACOUSTICAL, AND INSULATION CONTRACTORS",2004,2008942.9099999997
6523, ELEMENTARY AND SECONDARY SCHOOLS,2005,2010415.03
6524, MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING,2003,2013913.9
6525," SECONDARY SMELTING, REFINING, AND ALLOYING OF NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM)",2007,2013927.8
6526, CONVENTION AND TRADE SHOW ORGANIZERS,2000,2014099.0
6527, MOTOR VEHICLE SUPPLIES AND NEW PARTS WHOLESALERS,2006,2014384.05
6528, APPRENTICESHIP TRAINING,2005,2014468.71
6529, ELEVATOR AND MOVING STAIRWAY MANUFACTURING,2004,2024808.7799999998
6530, SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES,2008,2031858.3699999999
6531, SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,2006,2037862.98
6532," COMMERCIAL LAUNDRY, DRYCLEANING, AND PRESSING MACHINE MANUFACTURING",2008,2039525.9
6533, OTHER BUSINESS SERVICE CENTERS (INCLUDING COPY SHOPS),2002,2044152.0399999996
6534, RUBBER AND PLASTICS HOSES AND BELTING MANUFACTURING,2008,2045592.8000000005
6535, INDUSTRIAL LAUNDERERS,2001,2046000.0
6536, HOME CENTERS,2008,2051607.2
6537, OPEN-END INVESTMENT FUNDS,2001,2053755.0
6538, CAMERA AND PHOTOGRAPHIC SUPPLIES STORES,2001,2055000.0
6539, PIPELINE TRANSPORTATION OF NATURAL GAS,2004,2055967.57
6540, NEWSPRINT MILLS,2009,2058468.51
6541," PHOTOGRAPHY STUDIOS, PORTRAIT",2007,2059005.28
6542, EXECUTIVE OFFICES,2009,2064646.11
6543, OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,2000,2066667.03
6544, EXECUTIVE OFFICES,2008,2067599.27
6545, ALL OTHER MOTOR VEHICLE PARTS MANUFACTURING,2001,2069397.1199999999
6546, NURSERY AND TREE PRODUCTION,2006,2069745.2599999993
6547, PHARMACIES AND DRUG STORES,2008,2070541.38
6548, INDUSTRIAL SUPPLIES MERCHANT WHOLESALERS,2005,2071969.37
6549, PLASTICS PLUMBING FIXTURE MANUFACTURING,2007,2072092.34
6550," DRY, CONDENSED, AND EVAPORATED DAIRY PRODUCT MANUFACTURING",2008,2072128.01
6551, MANIFOLD BUSINESS FORMS PRINTING,2007,2073130.8299999998
6552, ALL OTHER BASIC INORGANIC CHEMICAL MANUFACTURING,2002,2073444.56
6553, COMMERCIAL FLEXOGRAPHIC PRINTING,2006,2074704.17
6554, LABORATORY APPARATUS AND FURNITURE MANUFACTURING,2002,2077406.3
6555, ALL OTHER BASIC INORGANIC CHEMICAL MANUFACTURING,2005,2079517.9900000005
6556, INVESTMENT ADVICE,2008,2080725.0
6557, BOOK STORES,2009,2081220.240000001
6558, PLASTICS AND RUBBER INDUSTRY MACHINERY MANUFACTURING,2009,2085789.2400000002
6559, CAMERA AND PHOTOGRAPHIC SUPPLIES STORES,2005,2087567.54
6560, PERISHABLE PREPARED FOOD MANUFACTURING,2008,2088598.5200000007
6561, MATTRESS MANUFACTURING,2005,2090082.770000001
6562, FOOTWEAR MERCHANT WHOLESALERS,2007,2092995.8800000004
6563, WOOD PRESERVATION,2007,2092999.76
6564, MACHINE TOOL (METAL CUTTING TYPES) MANUFACTURING,2003,2096032.0
6565, ALL OTHER ANIMAL PRODUCTION,2003,2096741.0
6566, EXAM PREPARATION AND TUTORING,2005,2098180.14
6567, ENVELOPE MANUFACTURING,2002,2099999.0
6568, WOMEN'S AND GIRLS' CUT AND SEW OTHER OUTERWEAR MANUFACTURING,2002,2100000.0
6569, OPHTHALMIC GOODS WHOLESALERS,2003,2100000.0
6570, ALL OTHER HEALTH AND PERSONAL CARE STORES,2008,2102436.44
6571, OTHER NONSCHEDULED AIR TRANSPORTATION,2005,2102583.83
6572, TOBACCO AND TOBACCO PRODUCT MERCHANT WHOLESALERS,2009,2103209.58
6573, COPPER WIRE (EXCEPT MECHANICAL) DRAWING,2008,2104419.2
6574, PLASTICS BOTTLE MANUFACTURING,2006,2104950.3499999996
6575, DIRECT LIFE INSURANCE CARRIERS,2009,2105304.76
6576, DRILLING OIL AND GAS WELLS,2009,2110491.04
6577, PROFESSIONAL EMPLOYER ORGANIZATIONS (FORMERLY EMPLOYEE LEASING SERVICES),2008,2111559.2699999996
6578, FLUID POWER CYLINDER AND ACTUATOR MANUFACTURING,2006,2113145.36
6579, OPHTHALMIC GOODS WHOLESALERS,2007,2117021.89
6580, THREAD MILLS,2007,2117393.0499999993
6581, PLASTICS BOTTLE MANUFACTURING,2009,2117989.12
6582, ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION,2003,2123577.83
6583, BRIDGE AND TUNNEL CONSTRUCTION,2006,2124150.6999999997
6584," TRUCK, UTILITY TRAILER, AND RV (RECREATIONAL VEHICLE) RENTAL AND LEASING",2004,2125466.84
6585, OTHER CHEMICAL AND ALLIED PRODUCTS MERCHANT WHOLESALERS,2005,2125992.6799999997
6586, OTHER WASTE COLLECTION,2004,2127865.08
6587, WOOD WINDOW AND DOOR MANUFACTURING,2008,2133008.81
6588," PIECE GOODS, NOTIONS, AND OTHER DRY GOODS MERCHANT WHOLESALERS",2006,2136167.12
6589, STRUCTURAL STEEL AND PRECAST CONCRETE CONTRACTORS,2008,2136501.2199999997
6590, LESSORS OF OTHER REAL ESTATE PROPERTY,2002,2136741.4
6591, HEALTH AND WELFARE FUNDS,2005,2140600.6499999994
6592," NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",2009,2141146.07
6593," AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",2004,2142060.0
6594, ON-LINE INFORMATION SERVICES,2000,2143000.0
6595, OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,2005,2144183.1899999995
6596, PETROLEUM BULK STATIONS AND TERMINALS,2005,2147756.06
6597, HAY FARMING,2005,2149451.03
6598, ELECTRONIC SHOPPING,2009,2150860.91
6599, RECORD PRODUCTION,2005,2152835.7199999997
6600," KITCHEN UTENSIL, POT, AND PAN MANUFACTURING",2006,2153193.3899999997
6601, COTTON GINNING,2009,2154167.5
6602, INTERURBAN AND RURAL BUS TRANSPORTATION,2006,2156393.590000001
6603, ENGINEERING SERVICES,2007,2157219.48
6604, QUICK PRINTING,2008,2157886.39
6605, OTHER SPECTATOR SPORTS,2007,2160650.0
6606," REGULATION, LICENSING, AND INSPECTION OF MISCELLANEOUS COMMERCIAL SECTORS",2007,2161287.4200000004
6607, SCHEDULED FREIGHT AIR TRANSPORTATION,2008,2163875.94
6608, LINEN SUPPLY,2008,2164682.38
6609, OTHER CLOTHING STORES,2008,2165514.34
6610, SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,2005,2169116.82
6611," INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES",2000,2171462.0
6612, OTHER METAL CONTAINER MANUFACTURING,2001,2174999.0
6613, COASTAL AND GREAT LAKES PASSENGER TRANSPORTATION,2004,2177528.8200000003
6614," OTHER DIRECT INSURANCE (EXCEPT LIFE, HEALTH, AND MEDICAL) CARRIERS",2007,2180110.8700000006
6615, RESILIENT FLOOR COVERING MANUFACTURING,2009,2180322.06
6616," PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",2006,2181842.4699999997
6617, CONFECTIONERY MERCHANT WHOLESALERS,2007,2181857.13
6618, FRUIT AND VEGETABLE MARKETS,2006,2182342.7700000005
6619, ALL OTHER PETROLEUM AND COAL PRODUCTS MANUFACTURING,2009,2184459.56
6620, SIDING CONTRACTORS,2009,2185645.2199999997
6621, POWER-DRIVEN HANDTOOL MANUFACTURING,2000,2187002.0
6622, POWDER METALLURGY PART MANUFACTURING,2009,2193144.49
6623, TIRE DEALERS,2009,2194248.13
6624, RAILROAD ROLLING STOCK MANUFACTURING,2006,2198471.5
6625, RESILIENT FLOOR COVERING MANUFACTURING,2005,2198808.700000001
6626, CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING,2003,2199170.7
6627, ICE CREAM AND FROZEN DESSERT MANUFACTURING,2003,2202574.0
6628, OTHER SERVICES TO BUILDINGS AND DWELLINGS,2001,2204787.2199999997
6629, COMMUTER RAIL SYSTEMS,2006,2206602.6799999997
6630, HOUSEHOLD FURNITURE (EXCEPT WOOD AND METAL) MANUFACTURING,2006,2206962.49
6631, PRECISION TURNED PRODUCT MANUFACTURING,2008,2206973.05
6632, ALL OTHER NONMETALLIC MINERAL MINING,2007,2207409.41
6633, OFFICE SUPPLIES AND STATIONERY STORES,2000,2208142.4
6634, ALL OTHER MISCELLANEOUS CROP FARMING,2009,2208762.2800000003
6635, POURED CONCRETE FOUNDATION AND STRUCTURE CONTRACTORS,2003,2209184.3
6636, INLAND WATER FREIGHT TRANSPORTATION,2002,2210022.0
6637, FREESTANDING AMBULATORY SURGICAL AND EMERGENCY CENTERS,2004,2211753.32
6638, MEDICAL LABORATORIES,2000,2216917.1
6639, FULL-SERVICE RESTAURANTS,2006,2219155.89
6640, RECREATIONAL VEHICLE DEALERS,2002,2220125.0
6641, ALL OTHER CONSUMER GOODS RENTAL,2008,2223035.81
6642, AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING,2004,2223471.4400000004
6643, COASTAL AND GREAT LAKES PASSENGER TRANSPORTATION,2007,2223749.31
6644, OTHER COMMERCIAL EQUIPMENT MERCHANT WHOLESALERS,2005,2225024.7900000005
6645, TELEPHONE ANSWERING SERVICES,2002,2225678.47
6646, COMMODITY CONTRACTS BROKERAGE,2005,2225829.19
6647, BROADWOVEN FABRIC FINISHING MILLS,2007,2226358.790000001
6648, ALL OTHER CONVERTED PAPER PRODUCT MANUFACTURING,2001,2232499.0
6649, TIRE AND TUBE MERCHANT WHOLESALERS,2007,2235221.56
6650, ADMINISTRATION OF EDUCATION PROGRAMS,2008,2237358.12
6651, PETROLEUM AND PETROLEUM PRODUCTS WHOLESALERS (EXCEPT BULK STATIONS AND TERMINALS),2005,2237492.519999999
6652, LIMITED-SERVICE RESTAURANTS,2005,2239278.71
6653, COPPER FOUNDRIES (EXCEPT DIE-CASTING),2002,2240000.0
6654, ALL OTHER SUPPORT ACTIVITIES FOR TRANSPORTATION,2004,2240018.78
6655, PRIMARY SMELTING AND REFINING OF COPPER,2007,2241175.0
6656, OFFICES OF NOTARIES,2007,2246343.7099999995
6657," PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",2009,2247459.29
6658, SURFACE ACTIVE AGENT MANUFACTURING,2002,2250000.0
6659, SAWMILL AND WOODWORKING MACHINERY MANUFACTURING,2001,2250000.0
6660, PRIMARY BATTERY MANUFACTURING,2002,2252300.0
6661, LEGAL COUNSEL AND PROSECUTION,2005,2252325.34
6662, LESSORS OF OTHER REAL ESTATE PROPERTY,2000,2254465.56
6663, ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES,2003,2255995.97
6664, SOFTWOOD VENEER AND PLYWOOD MANUFACTURING,2008,2260568.0
6665, HAY FARMING,2006,2262341.02
6666, FUNERAL HOMES AND FUNERAL SERVICES,2006,2262360.4599999995
6667, DENTAL LABORATORIES,2006,2265784.9
6668, TOILET PREPARATION MANUFACTURING,2003,2268960.0
6669," GAME, TOY, AND CHILDREN'S VEHICLE MANUFACTURING",2006,2272332.15
6670," PHOTOGRAPHY STUDIOS, PORTRAIT",2009,2273780.2199999997
6671, MEDIA BUYING AGENCIES,2003,2280990.0
6672, COMMERCIAL SCREEN PRINTING,2001,2281000.0
6673, INVESTIGATION SERVICES,2002,2281351.5
6674, CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING,2005,2282141.2800000003
6675, OTHER METALWORKING MACHINERY MANUFACTURING,2006,2284793.5300000003
6676, INTERURBAN AND RURAL BUS TRANSPORTATION,2004,2286227.4
6677, UNCOATED PAPER AND MULTIWALL BAG MANUFACTURING,2007,2287375.520000001
6678," WOMEN'S, GIRLS', AND INFANTS' CUT AND SEW APPAREL CONTRACTORS",2008,2291627.5
6679, FLOOR COVERING STORES,2008,2294187.46
6680, FLOUR MIXES AND DOUGH MANUFACTURING FROM PURCHASED FLOUR,2003,2296800.0
6681, HEALTH AND WELFARE FUNDS,2004,2297044.79
6682, ROOMING AND BOARDING HOUSES,2006,2297463.68
6683, BRIDGE AND TUNNEL CONSTRUCTION,2002,2297890.0
6684, FOSSIL FUEL ELECTRIC POWER GENERATION,2002,2298900.0
6685, ALL OTHER SPECIALTY FOOD STORES,2003,2299957.2
6686, RELAY AND INDUSTRIAL CONTROL MANUFACTURING,2005,2303046.6500000004
6687," BROOM, BRUSH, AND MOP MANUFACTURING",2004,2303438.9999999967
6688, NONFERROUS FORGING,2006,2305149.3400000003
6689, COASTAL AND GREAT LAKES PASSENGER TRANSPORTATION,2005,2306278.0
6690, PAGING,2004,2316372.51
6691, SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,2008,2318845.9
6692, CARBON AND GRAPHITE PRODUCT MANUFACTURING,2008,2320398.5500000003
6693, CONTINUING CARE RETIREMENT COMMUNITIES,2004,2322729.56
6694, FLAVORING SYRUP AND CONCENTRATE MANUFACTURING,2009,2328096.02
6695," STATIONERY, TABLET, AND RELATED PRODUCT MANUFACTURING",2001,2329056.0
6696, SPICE AND EXTRACT MANUFACTURING,2007,2330436.6900000004
6697, MEN'S AND BOYS' CUT AND SEW WORK CLOTHING MANUFACTURING,2001,2333052.0
6698, HOUSEHOLD REFRIGERATOR AND HOME FREEZER MANUFACTURING,2009,2334092.2400000007
6699, CONSTRUCTION SAND AND GRAVEL MINING,2002,2334196.0
6700, COMPUTER TRAINING,2001,2335990.0
6701," REGULATION, LICENSING, AND INSPECTION OF MISCELLANEOUS COMMERCIAL SECTORS",2005,2336287.27
6702, MIXED MODE TRANSIT SYSTEMS,2001,2337070.0
6703, COURT REPORTING AND STENOTYPE SERVICES,2008,2338823.900000001
6704, CHILD AND YOUTH SERVICES,2004,2340019.06
6705, SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,2002,2341470.0
6706, RAILROAD ROLLING STOCK MANUFACTURING,2004,2344463.0
6707, FOOD PRODUCT MACHINERY MANUFACTURING,2008,2346218.04
6708, CONTINUING CARE RETIREMENT COMMUNITIES,2009,2347338.65
6709," FINANCIAL TRANSACTIONS PROCESSING, RESERVE, AND CLEARINGHOUSE ACTIVITIES",2002,2354115.0
6710, POULTRY AND POULTRY PRODUCT MERCHANT WHOLESALERS,2006,2354565.88
6711, FOOTWEAR MERCHANT WHOLESALERS,2009,2361173.11
6712, MOTOR VEHICLE AIR-CONDITIONING MANUFACTURING,2009,2363795.85
6713, WOOD WINDOW AND DOOR MANUFACTURING,2007,2364690.3199999994
6714, DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),2004,2365031.15
6715, OTHER RESIDENTIAL CARE FACILITIES,2001,2367987.6
6716, METAL HOUSEHOLD FURNITURE MANUFACTURING,2002,2375000.0
6717, STEEL FOUNDRIES (EXCEPT INVESTMENT),2007,2375343.0
6718, PHOTOFINISHING LABORATORIES (EXCEPT ONE-HOUR),2006,2376507.7
6719, CORRUGATED AND SOLID FIBER BOX MANUFACTURING,2000,2377954.0
6720, COMMUNITY FOOD SERVICES,2007,2378873.74
6721," OVERHEAD TRAVELING CRANE, HOIST, AND MONORAIL SYSTEM MANUFACTURING",2003,2380916.0
